week_day,is_rain,is_public_holiday,is_food_vendor,temperature,yesterday_customer_count,yesterday_revenue,event_location_rating,today_revenue
1,0,0,0,27.1,162,3238.09,4,2702.34
2,0,0,0,34.8,184,3682.66,8,3390.91
7,0,0,0,30.9,217,4334.36,5,5277.19
7,0,0,0,29.5,342,6835.02,10,7200.45
6,0,0,0,34.4,290,5805.26,9,6696.24
4,1,0,0,30.0,177,3530.69,9,3332.55
2,0,0,0,27.8,175,3496.87,10,4054.42
6,0,0,0,31.4,279,5580.25,7,5157.08
3,1,0,0,29.6,144,2887.31,7,2705.74
4,0,0,0,33.4,141,2818.86,1,2610.4
7,0,1,1,33.4,1930,13509.76,8,12050.19
5,0,0,1,34.6,752,5263.51,4,5478.52
6,0,0,1,26.5,1302,9117.24,2,8859.92
6,0,1,1,27.8,1603,11220.74,5,10818.97
1,0,0,0,28.5,141,2816.77,8,3431.75
1,0,0,0,25.3,149,2982.38,9,2860.14
5,1,0,1,33.8,713,4990.88,3,4327.98
6,1,0,1,31.6,1233,8628.48,9,7474.19
1,0,0,0,27.0,178,3553.61,10,3245.39
3,0,0,0,27.9,175,3492.36,7,3541.93
6,0,0,1,33.5,771,5400.16,2,6545.99
1,0,0,0,28.4,185,3698.83,7,3147.44
5,1,0,0,25.9,208,4152.08,10,4351.2
5,0,0,1,25.7,1063,7444.34,9,7537.48
6,0,0,1,27.7,959,6710.65,6,7985.15
4,0,0,0,26.7,158,3163.24,6,2826.04
3,0,0,1,28.3,712,4981.85,9,5416.51
3,1,0,1,27.3,360,2521.08,1,2675.94
5,1,0,0,31.7,146,2911.38,7,3528.83
6,0,0,1,27.1,1301,9106.11,10,9717.76
7,0,0,0,33.6,189,3784.52,3,4390.55
4,1,0,0,25.8,119,2373.5,9,2314.79
2,0,0,1,33.0,473,3311.69,4,3873.96
7,0,0,1,30.8,896,6274.97,3,5978.44
4,1,1,0,27.7,201,4023.61,10,4043.29
2,0,0,1,25.8,469,3279.67,2,2905.06
2,0,0,1,25.6,585,4092.55,6,4230.28
4,1,0,1,29.6,607,4250.33,5,3983.87
2,1,0,0,32.8,173,3463.55,10,3025.25
5,0,0,0,28.1,300,6009.93,4,5025.95
2,1,0,1,33.9,481,3366.34,8,3548.79
2,0,0,1,27.0,756,5292.56,6,5308.34
2,1,0,0,29.8,119,2370.01,4,2087.58
2,0,0,0,28.6,135,2695.83,5,2894.72
4,0,0,0,29.5,195,3905.97,4,3534.88
1,0,1,1,26.3,977,6835.78,10,6625.58
4,1,0,1,29.9,546,3822.38,7,3613.18
4,1,0,1,27.3,466,3264.53,6,3066.25
4,0,0,1,26.4,926,6481.6,9,6302.91
6,1,0,1,26.9,787,5509.52,8,6310.04
4,1,0,1,33.3,509,3561.39,9,3895.28
5,0,0,1,34.3,952,6665.84,9,7776.29
7,0,0,0,28.7,332,6646.0,7,5938.74
3,1,0,0,28.7,137,2746.46,5,2413.31
5,1,0,1,33.0,650,4550.78,8,5230.49
7,0,0,1,31.7,1016,7113.62,3,6187.75
7,0,0,1,27.5,1003,7024.49,7,7759.3
4,0,0,1,25.0,689,4823.17,4,4589.42
4,0,0,1,32.5,545,3812.46,3,4428.87
6,1,0,1,29.6,862,6034.95,6,6068.62
1,0,0,1,34.2,513,3588.59,9,4397.66
5,1,0,0,27.9,172,3444.51,3,2960.79
3,0,0,0,29.7,130,2596.09,3,2631.56
2,1,0,0,32.6,116,2323.51,8,2390.46
3,0,0,0,31.0,154,3076.49,4,2564.12
1,0,0,1,32.7,620,4338.48,8,4996.62
5,1,0,1,25.3,577,4035.75,4,4576.83
5,1,0,1,28.4,1377,9635.57,10,8276.26
5,0,0,0,30.1,288,5760.99,9,5758.05
7,1,0,0,25.5,187,3735.09,6,3829.8
1,0,0,1,33.4,561,3926.2,10,4542.78
3,0,0,0,25.2,92,1842.86,3,2247.81
2,1,0,1,32.2,462,3234.71,10,3829.7
5,1,0,1,31.1,808,5654.04,10,5939.74
3,1,0,0,33.0,105,2097.16,6,2191.76
4,1,0,1,32.5,399,2793.43,2,3121.94
3,0,0,1,31.8,666,4665.05,6,4545.45
5,0,0,0,34.3,130,2595.22,1,3213.25
1,0,1,1,33.3,602,4212.63,2,4171.36
4,1,0,1,32.8,381,2668.31,5,3285.93
4,0,0,1,34.6,759,5313.35,10,4979.02
3,1,0,1,34.3,606,4241.03,8,3958.4
4,1,0,0,28.2,122,2440.6,5,2142.3
2,0,0,1,34.5,458,3203.98,2,3517.05
6,1,0,1,27.8,1206,8444.94,7,7124.46
1,0,0,1,25.1,510,3572.1,1,3405.0
6,0,0,1,34.9,1080,7562.72,5,8178.11
3,0,0,0,28.4,148,2969.78,6,3283.63
3,0,0,1,28.4,636,4452.53,3,3926.99
2,0,0,1,34.4,736,5154.24,8,4399.87
7,0,0,0,25.6,206,4125.98,8,4929.81
7,0,0,1,26.6,1234,8635.23,7,7273.42
6,0,0,1,29.5,1285,8997.81,6,8992.35
5,0,0,1,27.5,1392,9745.01,6,8855.31
1,1,0,0,32.5,107,2132.76,7,2068.32
6,0,0,1,34.0,844,5911.23,3,7189.16
5,0,0,0,25.1,220,4399.85,6,4971.7
6,0,0,1,31.6,1034,7238.47,4,6273.4
3,0,1,0,34.0,184,3679.92,5,3162.34
2,0,0,1,28.1,418,2927.81,2,3341.32
4,0,0,1,26.8,642,4490.74,3,4793.48
2,0,0,1,29.3,598,4187.46,5,4575.57
7,0,0,0,29.9,330,6602.81,9,7177.15
6,1,0,0,31.0,165,3301.0,7,3898.97
6,1,0,0,30.5,185,3693.63,1,3181.52
6,1,0,0,28.4,211,4224.46,1,3602.58
1,0,0,0,33.2,185,3703.32,10,3607.22
7,0,0,0,31.6,213,4264.2,4,4581.62
3,0,0,1,25.1,660,4618.6,2,4085.01
3,0,0,0,33.0,185,3691.26,10,3745.22
5,0,0,0,26.2,258,5154.99,6,4323.83
3,0,0,0,27.1,163,3251.62,4,2968.03
2,0,0,0,25.3,158,3166.68,8,2977.64
1,0,0,1,30.3,482,3373.94,2,2870.64
4,0,0,0,33.2,246,4916.52,10,4119.67
5,0,0,1,27.6,979,6854.6,6,7299.84
3,0,0,1,25.5,657,4596.72,9,5598.21
1,1,0,1,31.9,338,2367.73,3,2264.5
1,1,0,1,27.5,505,3538.19,8,3431.63
3,1,0,1,28.6,501,3506.32,4,3538.38
2,0,0,0,28.5,154,3074.78,6,3253.65
4,0,0,0,33.1,122,2438.21,6,2923.95
4,0,0,0,29.7,179,3584.01,8,3609.81
4,1,0,0,33.4,154,3084.19,10,2745.5
2,0,0,1,33.2,415,2907.08,2,3047.75
3,0,0,0,29.6,160,3207.79,8,3785.19
4,0,0,0,34.3,144,2881.98,3,2684.54
4,0,0,1,30.3,852,5964.08,10,6192.59
4,1,0,1,26.6,629,4404.49,9,4145.15
6,0,0,0,34.7,301,6015.79,10,7270.89
7,0,0,1,29.2,1184,8285.83,9,9787.84
1,1,0,1,31.1,310,2169.15,2,2611.17
5,0,0,1,28.5,1199,8389.61,7,8222.97
3,0,0,0,29.0,157,3130.18,3,2996.15
5,1,0,0,28.7,151,3029.62,3,3358.28
6,0,0,0,26.1,315,6303.07,10,5888.91
4,0,0,0,31.6,137,2740.03,10,3309.04
7,1,0,1,29.0,1000,7003.08,7,6192.37
6,1,0,0,25.4,146,2911.8,1,3009.07
5,1,0,0,26.7,156,3112.31,5,3486.98
1,0,0,0,30.0,198,3964.0,9,3628.06
7,1,0,0,34.6,168,3366.83,1,2868.51
2,0,0,1,34.2,651,4555.78,7,4321.69
4,0,0,1,31.3,928,6494.9,8,6414.6
2,0,0,1,31.8,612,4284.17,7,4410.38
2,0,0,0,32.3,123,2464.27,1,2174.67
1,0,0,1,30.4,750,5249.77,7,4613.7
2,0,0,1,29.3,710,4971.13,8,5520.61
7,1,1,1,33.4,1108,7756.03,8,7805.92
5,0,0,0,30.1,221,4427.01,4,4759.79
2,0,0,1,25.4,424,2969.18,4,3267.15
6,0,0,1,25.1,1254,8780.87,6,9358.05
1,1,0,1,31.7,378,2645.63,2,2357.6
5,0,0,0,34.5,264,5272.14,9,5816.76
7,1,0,1,34.9,484,3385.23,2,4177.71
5,1,0,1,31.0,602,4216.57,2,4971.46
6,0,0,0,34.4,193,3865.79,1,4430.84
3,0,0,1,31.2,713,4990.84,8,4899.79
5,1,0,1,29.2,596,4169.4,5,4825.19
3,0,0,1,26.7,872,6102.3,5,5264.3
6,1,0,1,25.8,960,6719.98,10,7020.15
2,0,0,0,26.0,140,2792.92,10,3125.73
1,0,0,1,25.2,650,4552.29,5,4014.44
3,0,0,1,34.7,537,3757.74,1,3275.11
6,0,0,1,34.3,887,6209.53,3,6415.79
6,0,0,0,25.5,239,4775.17,4,4988.9
4,0,0,0,25.3,131,2621.47,2,2536.99
2,0,0,1,25.1,496,3472.58,7,4255.07
7,0,0,1,30.9,1018,7127.52,3,7431.67
2,0,0,0,34.7,119,2381.22,5,2197.15
7,1,0,1,27.7,1125,7871.66,8,6776.0
3,0,1,1,28.7,765,5357.92,4,5521.08
4,1,0,0,33.3,158,3160.73,9,2816.4
7,0,0,1,27.2,1473,10311.35,7,8796.88
6,0,0,1,26.0,888,6216.58,2,6343.3
5,0,1,1,28.4,1157,8101.86,5,9874.08
3,0,0,0,29.9,177,3539.66,10,3623.57
4,0,0,0,28.3,193,3866.76,10,4472.58
7,0,0,1,30.7,829,5806.1,3,5173.98
3,0,0,1,32.6,454,3177.49,1,3502.25
4,0,0,1,28.6,650,4551.68,4,4724.69
6,0,0,0,31.8,228,4560.52,2,5197.92
1,1,0,1,31.4,442,3097.16,10,3426.32
6,0,1,0,33.9,355,7092.88,10,7951.68
2,0,0,1,29.1,549,3843.38,3,4288.47
1,1,0,1,31.7,430,3009.33,2,2663.74
6,0,1,1,29.0,1550,10852.0,6,12581.64
3,0,0,1,32.4,728,5095.87,7,5610.6
4,0,0,1,25.8,723,5061.78,5,4228.61
2,0,0,1,26.6,837,5855.85,10,5679.1
4,0,0,0,33.7,172,3449.18,7,3766.4
2,0,0,1,29.7,535,3742.13,5,3853.91
1,0,0,1,28.3,821,5747.71,8,5603.73
1,1,0,1,33.5,366,2562.35,1,2506.02
6,0,0,0,32.8,242,4839.53,7,6000.81
5,0,0,1,33.2,1041,7288.69,8,8087.67
4,0,0,1,33.7,438,3064.31,2,3643.06
5,0,0,1,26.3,1144,8005.87,8,7477.97
1,0,1,0,30.9,199,3972.39,5,3814.98
4,0,1,1,31.8,708,4953.35,6,5441.04
5,1,0,1,32.7,752,5266.75,5,5914.31
6,0,0,1,31.9,1253,8771.08,4,7982.19
3,1,0,1,27.2,372,2607.29,6,3164.28
4,0,0,1,26.3,562,3932.94,3,4808.0
1,0,0,1,32.3,623,4362.37,8,4658.03
4,0,0,0,29.8,194,3876.3,9,3930.8
7,1,1,0,25.1,215,4304.85,6,5170.12
1,0,0,1,27.6,542,3792.66,4,3907.71
7,1,0,1,30.5,823,5761.69,9,6623.71
2,1,0,0,28.0,83,1663.28,3,2027.98
4,1,0,1,33.9,410,2866.95,1,2781.41
2,1,0,0,30.6,67,1343.96,1,1607.7
3,1,0,1,31.0,578,4045.38,10,4320.22
1,1,0,1,34.2,489,3422.0,10,3151.34
2,0,0,0,27.9,158,3169.13,7,3137.17
3,0,0,1,32.0,733,5128.25,6,4790.32
7,1,0,0,31.8,198,3963.98,3,3363.95
3,0,0,1,28.0,679,4751.11,3,4509.9
6,0,0,0,30.9,241,4813.08,10,5967.88
1,0,0,1,32.3,704,4926.83,7,4817.8
7,0,0,0,28.4,154,3072.19,1,3598.13
2,1,0,1,25.9,401,2810.46,5,2925.09
4,1,0,1,32.3,525,3677.84,3,3307.62
2,0,0,1,26.2,404,2827.7,4,3511.98
2,0,0,0,30.4,177,3534.58,8,3099.26
5,1,0,1,34.6,636,4454.76,6,5341.29
4,0,0,0,30.5,240,4809.71,9,5052.26
1,0,0,1,31.1,498,3484.1,9,4157.71
2,0,0,0,28.1,93,1858.93,1,2216.55
2,0,0,1,26.8,714,4994.58,8,4931.71
4,0,0,0,33.7,199,3982.05,6,3323.28
3,0,0,1,30.8,662,4632.01,8,5022.25
1,0,0,1,29.0,636,4450.84,3,4163.54
7,0,0,0,31.8,226,4521.28,4,4293.88
6,0,0,1,26.3,1180,8262.23,6,8010.72
2,1,0,0,31.9,148,2956.65,7,2572.92
7,0,0,0,30.0,376,7526.94,10,6892.17
4,0,0,0,31.2,203,4057.86,10,3876.29
4,0,0,1,33.5,457,3200.04,4,3642.63
6,0,0,0,26.3,270,5408.84,1,5320.78
6,0,0,0,25.9,233,4651.18,8,5652.79
4,0,0,0,26.1,160,3199.51,5,3580.89
5,0,0,1,31.4,1221,8544.24,3,7574.5
5,1,0,0,25.4,216,4323.6,9,4799.07
4,1,0,1,28.1,644,4507.12,8,4311.16
3,0,0,1,34.0,662,4636.59,4,4245.62
3,0,0,1,28.6,730,5109.49,3,4836.76
5,1,0,0,29.7,221,4424.17,8,4326.45
6,1,0,1,28.6,1086,7599.36,8,6525.66
7,1,0,1,25.2,781,5469.96,4,4942.98
1,0,0,1,32.0,492,3443.17,4,3692.25
2,0,0,1,31.8,545,3811.82,1,3882.98
4,1,0,1,29.1,754,5277.1,10,4495.39
6,0,1,1,27.5,1653,11569.68,3,9741.01
7,1,0,1,28.8,712,4985.78,8,6044.73
6,0,0,0,28.4,270,5404.3,6,5082.86
5,0,0,0,35.0,259,5189.44,10,5291.59
5,0,0,1,28.5,1332,9322.59,10,8083.34
3,1,0,1,29.1,502,3516.11,6,3682.14
1,0,0,1,31.6,591,4134.29,6,5013.82
3,0,0,0,33.1,151,3026.65,4,2573.24
2,1,0,0,31.5,158,3159.04,8,3059.03
6,1,0,1,29.0,756,5293.83,4,5660.44
7,1,0,0,26.3,179,3584.23,5,3277.02
5,1,0,0,27.1,144,2886.87,6,3505.92
4,0,0,0,30.5,224,4485.73,9,4351.73
6,1,0,1,28.5,1076,7529.83,6,6715.84
7,1,0,1,30.4,813,5691.76,2,4893.16
2,1,0,0,29.0,86,1712.77,3,1864.68
3,1,0,0,26.4,98,1963.42,2,1891.05
6,0,0,0,25.8,218,4363.87,1,3711.32
3,0,0,1,32.6,682,4774.89,8,5738.54
3,0,0,0,29.8,162,3246.83,4,3086.23
1,0,0,1,33.3,719,5035.96,9,4281.0
6,0,0,1,26.2,1491,10435.93,6,9074.3
4,0,0,1,34.7,640,4478.16,8,5487.17
4,0,0,1,29.1,605,4235.57,3,4208.16
7,0,0,1,30.8,869,6081.81,1,6127.7
2,0,0,0,33.1,153,3063.54,3,2595.75
6,0,0,0,25.2,187,3737.49,3,4382.24
2,0,0,0,29.4,154,3071.78,3,2904.53
4,0,0,1,28.8,683,4779.89,1,4117.18
6,0,0,0,28.8,279,5583.85,9,6298.52
2,0,0,0,29.4,166,3326.27,8,3533.92
7,0,0,0,33.0,219,4383.5,1,4289.66
6,0,0,1,33.3,1282,8970.76,5,8630.5
4,1,1,1,29.1,1109,7760.54,10,6559.06
6,0,0,1,30.4,1219,8536.02,8,8127.53
3,1,0,1,30.7,410,2873.5,3,3288.0
6,0,0,1,25.6,1223,8558.26,4,8478.89
4,0,0,1,27.3,753,5268.68,4,4939.66
5,0,0,1,25.8,702,4913.74,4,5623.52
1,0,0,1,27.0,458,3203.12,2,3355.17
5,0,0,1,25.5,1173,8209.93,9,8265.16
1,1,0,0,28.8,98,1960.06,7,1725.92
3,0,0,0,26.5,117,2335.26,5,2818.79
4,1,0,1,30.7,624,4365.53,8,4253.21
6,1,0,0,33.8,180,3609.73,7,4404.92
6,1,0,1,26.0,592,4144.02,2,5068.35
2,0,0,1,26.9,640,4482.93,6,5478.79
1,1,0,0,34.5,90,1801.22,1,1584.37
4,0,0,0,28.0,151,3022.47,8,3204.3
6,0,0,0,34.9,295,5903.45,7,5498.1
3,0,0,1,34.5,754,5274.76,10,5161.76
3,0,0,0,25.8,86,1726.49,1,2153.6
2,0,1,1,31.7,805,5632.12,8,5655.55
1,1,0,1,29.2,491,3438.13,8,4246.69
6,0,0,1,28.4,1505,10532.0,8,9649.44
1,0,0,1,28.2,653,4572.6,7,4776.76
7,0,0,1,27.4,992,6944.18,2,6816.23
3,0,0,1,29.8,784,5486.05,3,4693.05
5,0,0,1,25.7,876,6131.5,3,5509.13
3,0,0,1,34.9,494,3461.37,6,3861.98
1,0,0,1,33.7,595,4164.98,9,4339.73
2,1,0,0,29.1,128,2550.94,3,2141.33
5,0,0,1,26.8,1010,7069.66,5,6471.98
3,1,0,0,29.2,171,3413.83,10,3310.08
3,1,0,1,33.3,420,2943.02,6,3572.29
7,0,0,1,31.9,785,5496.84,2,6421.58
2,0,0,0,29.2,141,2815.08,9,2793.17
5,1,1,1,35.0,1004,7030.48,9,8231.58
6,1,0,1,31.8,561,3928.1,2,4549.07
1,1,1,1,34.5,583,4078.85,5,3541.16
6,0,0,1,34.1,1521,10649.53,10,10718.98
5,1,0,1,29.2,512,3583.72,1,3799.84
6,1,0,1,30.9,679,4756.37,3,4810.75
6,0,0,0,30.5,244,4872.11,2,4738.88
4,1,0,0,27.1,162,3241.69,8,3160.91
7,0,0,0,27.6,307,6130.21,9,5686.75
5,0,0,0,30.7,219,4385.19,2,4200.2
3,1,0,1,29.9,583,4082.84,10,4784.92
2,0,0,1,27.6,594,4155.05,1,4132.39
1,0,0,0,27.9,117,2342.24,10,2918.37
3,0,0,1,30.0,748,5233.46,10,6464.43
2,0,0,1,30.8,530,3712.4,1,3155.22
5,0,0,0,26.7,263,5256.94,9,5005.31
1,1,0,0,30.5,117,2339.27,9,2429.28
7,1,0,1,30.2,756,5291.84,8,6541.0
6,1,0,0,33.6,217,4345.9,7,4215.85
4,0,0,0,33.9,176,3521.71,6,3623.65
1,0,0,1,32.5,709,4966.08,6,4261.94
6,0,0,0,30.7,258,5158.09,8,5865.08
1,0,0,1,27.5,569,3980.85,8,4314.97
2,0,0,1,30.6,522,3655.64,4,3494.31
7,0,0,1,25.8,1085,7594.36,6,9093.79
2,0,0,1,26.7,524,3670.68,7,4019.08
4,0,0,0,29.0,212,4246.14,7,3775.2
4,1,1,1,25.1,748,5236.64,3,4677.82
1,0,0,0,34.3,124,2488.11,7,3079.14
1,0,0,1,26.5,723,5061.44,10,4933.96
5,0,0,1,31.6,1264,8850.07,7,8258.54
3,0,0,1,34.3,615,4307.79,8,5255.4
5,0,0,0,27.3,259,5178.28,5,4468.06
4,0,0,0,27.6,153,3060.36,2,2675.97
6,0,0,1,30.0,1091,7637.13,3,7137.79
4,0,0,0,27.4,205,4106.94,10,4439.75
1,1,0,1,29.1,492,3446.54,8,3899.35
7,0,0,1,34.8,1150,8050.19,9,8737.35
3,0,0,1,32.8,571,3999.1,1,3614.7
7,0,0,1,31.9,975,6822.84,7,8005.33
4,0,0,1,31.7,627,4389.39,1,4020.6
2,0,0,0,30.8,121,2412.61,3,2608.58
4,0,0,0,29.3,130,2595.48,2,2452.99
5,1,0,1,32.5,773,5412.2,10,5962.77
4,0,0,1,27.0,735,5145.8,7,4621.89
3,0,1,1,34.1,1105,7732.6,6,6672.95
7,1,0,0,33.5,115,2307.24,1,2642.51
2,1,0,1,34.6,240,1679.64,1,2036.0
7,1,0,0,29.9,150,2999.89,6,3556.04
3,0,0,0,27.5,186,3727.55,4,3240.8
6,0,0,1,28.0,1266,8860.6,5,7748.81
1,0,0,0,33.6,148,2968.58,8,2758.57
6,1,0,1,34.5,896,6271.03,5,5844.3
1,1,0,1,28.3,599,4192.83,7,4175.18
5,0,0,1,26.2,764,5347.69,2,5782.38
6,1,0,1,33.0,914,6397.38,6,6007.35
2,0,0,1,32.5,800,5597.69,8,4976.7
6,1,0,1,34.5,887,6205.78,9,7278.02
2,0,0,1,32.1,696,4875.43,7,4445.18
7,0,0,0,31.8,281,5617.81,10,6475.54
1,0,0,1,25.5,701,4907.73,9,4514.99
4,0,0,0,29.8,140,2799.92,5,3228.27
5,1,0,1,33.4,753,5270.95,4,5169.81
4,0,0,1,26.9,880,6163.23,9,5916.37
2,1,0,1,29.6,573,4009.07,3,3543.2
5,0,0,1,33.3,1155,8084.02,8,7119.09
3,1,0,1,31.7,596,4168.57,7,3864.05
5,1,0,0,28.6,180,3595.89,8,4255.31
2,0,0,1,29.1,864,6050.51,7,5240.57
4,0,0,0,25.5,159,3184.75,4,3025.75
7,0,0,1,27.7,995,6961.8,5,7739.49
6,0,0,0,34.4,250,4995.24,4,5218.33
1,0,0,1,26.4,509,3562.42,9,4429.29
4,0,0,0,30.4,155,3097.04,5,3284.67
2,0,0,0,28.4,183,3665.46,9,3635.58
2,0,0,1,29.4,513,3587.74,1,3576.64
1,1,0,1,26.4,478,3345.73,2,2804.24
4,1,0,1,27.5,618,4327.98,7,4168.95
7,1,0,0,29.2,213,4262.5,9,4399.42
1,0,0,1,32.9,739,5174.57,9,4883.98
3,0,0,1,29.2,671,4696.29,6,4776.48
3,1,0,1,27.6,445,3112.05,4,3352.27
4,0,0,0,31.0,228,4557.06,5,3802.96
4,0,0,0,29.4,163,3250.54,9,3954.94
3,1,0,1,27.0,583,4083.47,8,4220.74
6,0,0,1,27.2,946,6622.07,3,7636.8
3,0,0,0,26.2,167,3335.14,10,4032.61
1,1,0,1,32.2,335,2345.79,4,2767.38
3,0,0,1,30.1,711,4973.96,6,5294.08
7,1,0,0,28.7,216,4311.54,8,5107.0
4,0,1,1,25.4,1138,7964.25,5,6649.44
3,0,0,0,27.3,163,3256.81,4,2905.37
7,1,0,1,28.4,848,5933.76,7,6069.27
7,0,0,1,31.8,1545,10812.58,8,9431.65
4,1,1,0,25.1,187,3746.46,7,3371.49
7,0,0,0,29.6,261,5212.16,2,4362.52
3,0,0,1,32.5,620,4340.81,6,4826.11
4,1,0,1,30.4,461,3229.98,3,3442.62
6,0,0,0,25.1,223,4450.32,4,4629.04
6,0,0,0,27.3,275,5507.02,4,4869.12
5,1,0,1,25.0,650,4552.57,3,4931.68
7,0,0,1,27.4,1164,8145.65,8,8887.35
4,1,0,0,29.2,131,2618.2,10,2753.84
7,0,0,0,33.8,230,4593.18,6,4927.98
2,0,0,1,26.1,976,6833.13,10,5784.12
2,0,0,1,25.6,622,4351.88,10,4688.72
6,0,0,1,26.6,1137,7960.22,5,7150.34
6,1,0,1,26.2,801,5608.23,10,6771.47
3,0,1,0,34.1,211,4221.57,10,4818.86
1,0,0,1,33.2,687,4809.4,8,4068.25
7,1,0,1,27.5,888,6218.74,4,5436.64
7,1,0,1,26.7,1191,8338.02,7,7102.73
2,0,0,0,34.1,153,3059.28,5,2712.49
6,1,0,1,33.9,626,4383.3,3,4787.42
1,0,0,1,28.8,495,3465.53,4,3620.0
3,0,0,0,30.4,163,3252.69,8,3751.55
2,1,1,0,28.1,125,2495.19,4,2491.86
6,0,0,1,33.0,873,6112.03,2,7087.98
1,0,0,1,30.5,632,4420.72,8,5294.41
3,1,1,1,28.8,719,5033.0,10,5533.23
6,1,0,0,34.6,273,5455.82,10,4617.89
4,0,0,0,28.5,183,3652.29,9,4264.31
1,0,0,1,32.6,487,3405.59,6,4037.58
4,0,0,1,34.8,615,4301.97,3,4591.04
3,0,0,0,31.3,126,2525.34,5,2880.16
6,0,0,1,26.5,1316,9214.09,5,8202.64
5,1,1,1,25.7,1045,7316.22,7,7833.92
2,0,1,1,28.1,546,3820.4,3,4445.41
5,1,0,1,31.0,755,5285.09,1,4694.71
2,0,0,0,28.8,130,2599.87,5,2904.9
2,1,0,1,28.0,555,3885.3,8,3675.37
1,0,1,1,31.0,877,6138.22,8,5433.98
4,0,0,0,27.0,193,3860.3,6,3908.7
1,0,0,1,33.0,688,4814.58,9,4484.74
7,0,0,1,25.3,1499,10493.08,10,9751.76
1,0,0,1,28.2,456,3193.64,2,3563.05
2,1,0,1,28.9,302,2112.97,1,2538.92
3,1,0,0,26.5,157,3140.42,10,2697.19
1,1,0,0,25.1,108,2153.84,8,2167.84
4,0,0,1,26.2,654,4577.77,6,5294.19
1,1,1,0,34.7,131,2610.72,10,2958.93
2,0,0,1,32.4,707,4950.21,6,4845.56
7,0,0,1,30.3,1061,7428.31,7,8458.72
1,0,0,1,26.7,583,4078.99,7,4298.95
1,0,0,0,32.6,142,2833.26,7,3028.51
3,0,1,0,34.5,227,4530.21,5,3931.25
4,1,0,1,25.5,660,4620.43,10,5117.75
2,0,0,0,29.7,176,3525.4,4,3019.14
4,0,0,0,29.2,182,3635.48,10,3880.52
4,0,0,0,34.6,120,2408.84,3,2560.8
4,0,0,1,34.1,549,3842.6,8,3739.46
6,0,0,0,32.6,275,5503.0,8,5652.93
5,0,0,0,33.5,251,5026.56,7,5317.41
1,1,0,0,32.9,97,1941.51,3,1770.4
6,1,0,1,33.1,994,6957.68,5,6113.87
5,0,0,0,29.0,215,4309.27,2,4029.23
5,0,0,1,29.5,1320,9239.81,10,8403.0
7,0,0,0,28.6,302,6034.56,9,5487.22
1,0,0,0,30.5,113,2260.19,3,2563.66
7,0,0,1,27.9,955,6683.13,5,7539.52
3,0,0,1,34.7,962,6734.61,10,6201.01
7,0,1,1,34.6,1223,8563.32,3,7387.38
2,0,0,1,30.3,427,2990.16,2,2761.22
4,0,0,0,27.5,117,2347.8,3,2660.72
6,0,0,1,25.0,1109,7764.23,10,9518.42
6,0,0,1,34.8,1360,9520.91,6,8383.74
6,1,0,0,30.5,155,3092.11,5,3590.23
1,0,0,0,32.3,133,2669.92,1,2409.9
6,1,0,0,34.8,183,3666.32,3,3561.52
6,0,0,1,28.4,1555,10882.64,9,9390.01
2,0,0,0,26.2,148,2957.69,7,3176.43
1,0,0,1,33.2,522,3656.94,8,3696.22
4,0,0,1,33.5,678,4748.09,4,5072.74
3,0,0,0,33.7,133,2667.41,1,2341.85
1,0,0,1,26.8,632,4424.07,8,4550.86
6,0,0,1,26.7,996,6970.42,1,6612.49
4,0,0,1,27.0,842,5896.8,8,6665.32
2,1,0,1,25.4,571,3996.34,6,3495.83
5,0,0,1,31.7,885,6198.44,8,6362.87
1,0,1,0,34.5,186,3722.94,7,3682.31
1,0,0,1,27.6,560,3920.49,8,4774.5
2,0,0,1,32.3,732,5126.63,10,5060.9
7,1,0,0,30.6,183,3650.3,5,3509.12
6,1,1,1,26.7,1595,11166.61,6,9400.08
7,0,1,0,32.3,298,5962.94,4,5100.71
3,1,0,1,32.6,400,2798.44,3,2623.52
2,0,0,1,31.2,764,5345.54,8,5135.07
3,0,0,1,29.9,566,3961.1,6,3930.73
3,0,0,1,27.0,918,6425.61,9,5726.57
1,1,0,0,26.9,100,2006.45,4,1886.96
1,0,0,1,29.4,522,3654.99,6,4013.38
7,0,0,0,30.6,279,5587.82,3,4779.76
7,1,0,1,30.0,598,4187.5,1,4497.11
4,1,1,1,32.4,524,3670.36,2,3927.5
7,0,0,1,34.2,912,6380.91,9,7928.56
1,0,0,0,30.5,106,2129.46,4,2552.82
3,0,0,1,34.7,859,6016.33,9,5973.3
4,1,0,1,31.1,529,3701.15,6,3809.1
7,0,0,1,25.7,811,5674.01,7,6735.02
7,1,0,1,33.4,745,5211.6,6,5201.38
3,0,0,0,32.7,126,2524.42,7,3060.72
3,0,0,1,30.8,802,5616.65,9,6206.49
4,1,0,1,29.2,478,3346.77,7,4101.59
4,1,0,1,29.5,472,3302.46,1,3539.73
4,0,0,1,28.2,608,4257.22,2,5052.18
1,0,0,1,28.7,795,5567.25,7,4692.12
1,0,0,1,34.7,530,3712.78,3,3239.69
5,0,0,1,31.0,1114,7799.38,9,7411.69
3,0,0,1,29.6,740,5176.86,5,5214.37
6,1,0,0,32.6,206,4120.27,5,3522.03
5,0,0,1,25.6,801,5606.27,4,5638.67
5,0,0,1,34.1,954,6675.55,6,7418.12
7,1,0,0,28.4,268,5364.74,5,4702.53
