transaction_id,timestamp,date,hour,day_of_week,is_weekend,event_id,event_name,region,vendor_name,vendor_category,customer_id,amount,payment_method
TXN008572,2026-02-22 20:54:00,2026-02-22,20,Sunday,True,4,Jurong East Street Festival,Western Singapore,Uncle Razali Grill,Hot Food,C0181,9.1,wallet
TXN010015,2026-02-22 20:54:00,2026-02-22,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Kacang Queen,Snacks,C0157,7.27,wallet
TXN005216,2026-02-22 20:58:00,2026-02-22,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Abang Burger,Hot Food,C0359,20.2,wallet
TXN005836,2026-02-22 21:01:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Kacang Queen,Snacks,C0125,5.04,qr_code
TXN002569,2026-02-22 21:02:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Jelly Bliss,Desserts,C0175,9.55,wallet
TXN003285,2026-02-22 21:02:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Wok This Way,Hot Food,C0463,8.85,wallet
TXN007515,2026-02-22 21:03:00,2026-02-22,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0417,11.99,qr_code
TXN005862,2026-02-22 21:03:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Sweet Spot,Desserts,C0054,8.55,wallet
TXN004171,2026-02-22 21:04:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0347,17.86,wallet
TXN007141,2026-02-22 21:05:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Crunch Time,Snacks,C0339,3.56,wallet
TXN011170,2026-02-22 21:06:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Nasi Lemak Bros,Hot Food,C0189,9.54,wallet
TXN013757,2026-02-22 21:08:00,2026-02-22,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Casa Living,Household Items,C0107,27.22,wallet
TXN009826,2026-02-22 21:09:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Casa Living,Household Items,C0308,18.74,cash
TXN008999,2026-02-22 21:09:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Jelly Bliss,Desserts,C0344,8.26,qr_code
TXN005674,2026-02-22 21:09:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Ali's Kitchen,Hot Food,C0410,10.17,wallet
TXN012607,2026-02-22 21:10:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,K-Food Craze,Trendy Food,C0233,21.7,wallet
TXN013056,2026-02-22 21:10:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Snack Attack,Snacks,C0461,8.72,qr_code
TXN006664,2026-02-22 21:13:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Street Fusion,Trendy Food,C0298,15.96,wallet
TXN011579,2026-02-22 21:13:00,2026-02-22,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Teh Tarik Station,Drinks,C0165,5.46,qr_code
TXN011896,2026-02-22 21:14:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Snack Attack,Snacks,C0434,6.92,wallet
TXN005529,2026-02-22 21:14:00,2026-02-22,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,The Juice Lab,Drinks,C0163,6.44,cash
TXN011494,2026-02-22 21:14:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Street Fusion,Trendy Food,C0478,20.43,wallet
TXN000438,2026-02-22 21:17:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Boba World,Drinks,C0424,5.73,wallet
TXN011480,2026-02-22 21:17:00,2026-02-22,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Teh Tarik Station,Drinks,C0447,6.65,wallet
TXN009830,2026-02-22 21:18:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Crunch Time,Snacks,C0062,8.25,qr_code
TXN013371,2026-02-22 21:21:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Kopi Kaki,Drinks,C0065,6.77,wallet
TXN012341,2026-02-22 21:21:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Tornado Bites,Trendy Food,C0147,11.6,wallet
TXN008722,2026-02-22 21:23:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,The Linen Store,Household Items,C0171,31.91,qr_code
TXN002271,2026-02-22 21:23:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Snack Attack,Snacks,C0365,6.12,wallet
TXN006993,2026-02-22 21:24:00,2026-02-22,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Game On!,Games & Entertainment,C0012,3.99,wallet
TXN000192,2026-02-22 21:28:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,The Satay Corner,Hot Food,C0331,18.21,wallet
TXN011666,2026-02-22 21:28:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Uncle Razali Grill,Hot Food,C0281,14.59,wallet
TXN001824,2026-02-22 21:29:00,2026-02-22,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Tornado Bites,Trendy Food,C0134,9.45,qr_code
TXN002684,2026-02-22 21:31:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Home & More,Household Items,C0200,30.93,wallet
TXN002975,2026-02-22 21:32:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Fun Zone,Games & Entertainment,C0089,13.57,wallet
TXN014825,2026-02-22 21:34:00,2026-02-22,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Sugar Rush,Drinks,C0088,5.25,wallet
TXN001869,2026-02-22 21:40:00,2026-02-22,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Game On!,Games & Entertainment,C0207,14.27,qr_code
TXN008311,2026-02-22 21:45:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Ali's Kitchen,Hot Food,C0322,22.86,wallet
TXN008099,2026-02-22 21:45:00,2026-02-22,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Cheese Me,Trendy Food,C0119,17.05,wallet
TXN013445,2026-02-22 21:46:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Tornado Bites,Trendy Food,C0265,15.18,wallet
TXN010170,2026-02-22 21:46:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Durian Heaven,Desserts,C0233,10.15,qr_code
TXN002223,2026-02-22 21:46:00,2026-02-22,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Home & More,Household Items,C0311,12.45,wallet
TXN006510,2026-02-22 21:47:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Dessert Alley,Desserts,C0473,6.38,wallet
TXN000761,2026-02-22 21:47:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Ice Ice Baby,Desserts,C0004,8.32,qr_code
TXN000233,2026-02-22 21:48:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Mak Cik Stall,Hot Food,C0099,11.95,cash
TXN008367,2026-02-22 21:49:00,2026-02-22,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Sweet Spot,Desserts,C0156,8.09,wallet
TXN005794,2026-02-22 21:50:00,2026-02-22,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,The Linen Store,Household Items,C0126,33.85,qr_code
TXN008812,2026-02-22 21:51:00,2026-02-22,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Coconut Grove,Drinks,C0434,6.48,wallet
TXN008941,2026-02-22 21:51:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Uncle Razali Grill,Hot Food,C0082,17.53,qr_code
TXN001755,2026-02-22 21:52:00,2026-02-22,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Fun Zone,Games & Entertainment,C0403,15.53,wallet
TXN005224,2026-02-22 21:54:00,2026-02-22,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Sweet Spot,Desserts,C0151,6.83,qr_code
TXN012818,2026-02-22 21:54:00,2026-02-22,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Tornado Bites,Trendy Food,C0118,7.99,qr_code
TXN004079,2026-02-22 21:57:00,2026-02-22,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Munchies Corner,Snacks,C0057,3.08,wallet
TXN012407,2026-02-22 21:59:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Teh Tarik Station,Drinks,C0480,7.69,wallet
TXN002438,2026-02-22 21:59:00,2026-02-22,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Snack Attack,Snacks,C0234,3.75,qr_code
TXN014639,2026-02-22 21:59:00,2026-02-22,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Sweet Spot,Desserts,C0474,5.13,wallet
TXN000372,2026-02-22 22:03:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Game On!,Games & Entertainment,C0497,12.43,wallet
TXN005585,2026-02-22 22:04:00,2026-02-22,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Mak Cik Stall,Hot Food,C0384,24.89,wallet
TXN002563,2026-02-22 22:04:00,2026-02-22,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Win It Stall,Games & Entertainment,C0436,3.81,wallet
TXN007894,2026-02-22 22:05:00,2026-02-22,22,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Lucky Strike,Games & Entertainment,C0237,2.86,qr_code
TXN001241,2026-02-22 22:05:00,2026-02-22,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Home & More,Household Items,C0079,28.61,wallet
TXN007681,2026-02-22 22:07:00,2026-02-22,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Sweet Spot,Desserts,C0214,8.58,cash
TXN001106,2026-02-22 22:07:00,2026-02-22,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Game On!,Games & Entertainment,C0223,7.56,qr_code
TXN008873,2026-02-22 22:08:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Street Fusion,Trendy Food,C0215,9.66,wallet
TXN013549,2026-02-22 22:14:00,2026-02-22,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Casa Living,Household Items,C0084,27.52,qr_code
TXN007255,2026-02-22 22:15:00,2026-02-22,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Snack Attack,Snacks,C0099,4.16,wallet
TXN008211,2026-02-22 22:15:00,2026-02-22,22,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Mala Majik,Trendy Food,C0333,11.53,wallet
TXN008957,2026-02-22 22:19:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Game On!,Games & Entertainment,C0239,11.41,qr_code
TXN012291,2026-02-22 22:23:00,2026-02-22,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Uncle Razali Grill,Hot Food,C0476,23.55,qr_code
TXN010688,2026-02-22 22:25:00,2026-02-22,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,The Juice Lab,Drinks,C0443,3.15,qr_code
TXN006163,2026-02-22 22:28:00,2026-02-22,22,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Ice Ice Baby,Desserts,C0184,9.13,wallet
TXN008119,2026-02-22 22:33:00,2026-02-22,22,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,The Linen Store,Household Items,C0162,16.48,qr_code
TXN012928,2026-02-22 22:33:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,The Satay Corner,Hot Food,C0451,10.1,wallet
TXN010656,2026-02-22 22:36:00,2026-02-22,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Abang Burger,Hot Food,C0334,15.48,qr_code
TXN014414,2026-02-22 22:37:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Wok This Way,Hot Food,C0392,7.41,cash
TXN013342,2026-02-22 22:37:00,2026-02-22,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Kampung Wok,Hot Food,C0207,15.01,qr_code
TXN010158,2026-02-22 22:37:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,The Satay Corner,Hot Food,C0417,8.14,qr_code
TXN004801,2026-02-22 22:38:00,2026-02-22,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Wok This Way,Hot Food,C0073,20.19,wallet
TXN010210,2026-02-22 22:38:00,2026-02-22,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Cheese Me,Trendy Food,C0005,14.71,wallet
TXN005300,2026-02-22 22:41:00,2026-02-22,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Durian Heaven,Desserts,C0416,12.52,wallet
TXN003648,2026-02-22 22:41:00,2026-02-22,22,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,The Juice Lab,Drinks,C0057,7.84,wallet
TXN014357,2026-02-22 22:42:00,2026-02-22,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Jelly Bliss,Desserts,C0173,5.53,wallet
TXN011578,2026-02-22 22:45:00,2026-02-22,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Street Fusion,Trendy Food,C0451,21.87,cash
TXN013835,2026-02-22 22:45:00,2026-02-22,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Tornado Bites,Trendy Food,C0166,7.7,qr_code
TXN001090,2026-02-22 22:46:00,2026-02-22,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,The Satay Corner,Hot Food,C0209,20.57,qr_code
TXN000885,2026-02-22 22:46:00,2026-02-22,22,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Jelly Bliss,Desserts,C0326,7.45,wallet
TXN002833,2026-02-22 22:51:00,2026-02-22,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Boba World,Drinks,C0147,6.13,wallet
TXN002470,2026-02-22 22:52:00,2026-02-22,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Home & More,Household Items,C0450,25.54,cash
TXN006202,2026-02-22 22:53:00,2026-02-22,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,The Satay Corner,Hot Food,C0189,12.95,wallet
TXN004050,2026-02-22 22:58:00,2026-02-22,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Win It Stall,Games & Entertainment,C0375,12.0,qr_code
TXN010502,2026-02-22 23:15:00,2026-02-22,23,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Teh Tarik Station,Drinks,C0167,9.06,qr_code
TXN014291,2026-02-22 23:16:00,2026-02-22,23,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Kampung Wok,Hot Food,C0074,8.65,cash
TXN014706,2026-02-22 23:20:00,2026-02-22,23,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Casa Living,Household Items,C0373,37.17,wallet
TXN001254,2026-02-22 23:36:00,2026-02-22,23,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Kampung Wok,Hot Food,C0023,12.9,qr_code
TXN010609,2026-02-22 23:57:00,2026-02-22,23,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Uncle Razali Grill,Hot Food,C0342,15.5,qr_code
TXN002733,2026-02-22 23:58:00,2026-02-22,23,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Sweet Spot,Desserts,C0052,8.41,wallet
TXN007543,2026-02-22 23:59:00,2026-02-22,23,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Munchies Corner,Snacks,C0166,3.72,cash
TXN010028,2026-02-23 18:01:00,2026-02-23,18,Monday,False,5,Toa Payoh Night Market,Central Singapore,Abang Burger,Hot Food,C0278,9.8,qr_code
TXN002998,2026-02-23 18:18:00,2026-02-23,18,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Everyday Essentials,Household Items,C0097,24.92,wallet
TXN003145,2026-02-23 18:20:00,2026-02-23,18,Monday,False,8,Clementi Night Bazaar,Western Singapore,Kueh Corner,Desserts,C0496,8.1,cash
TXN007386,2026-02-23 18:44:00,2026-02-23,18,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Tornado Bites,Trendy Food,C0063,9.66,wallet
TXN000778,2026-02-23 18:47:00,2026-02-23,18,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Abang Burger,Hot Food,C0141,10.0,wallet
TXN004117,2026-02-23 18:49:00,2026-02-23,18,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Home & More,Household Items,C0009,22.3,wallet
TXN007481,2026-02-23 18:56:00,2026-02-23,18,Monday,False,5,Toa Payoh Night Market,Central Singapore,Cheese Me,Trendy Food,C0396,12.16,wallet
TXN005155,2026-02-23 18:59:00,2026-02-23,18,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Tornado Bites,Trendy Food,C0132,10.68,wallet
TXN010645,2026-02-23 19:02:00,2026-02-23,19,Monday,False,8,Clementi Night Bazaar,Western Singapore,Teh Tarik Station,Drinks,C0491,4.08,qr_code
TXN004849,2026-02-23 19:06:00,2026-02-23,19,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Seoul Kitchen,Trendy Food,C0135,13.28,wallet
TXN008191,2026-02-23 19:08:00,2026-02-23,19,Monday,False,4,Jurong East Street Festival,Western Singapore,Casa Living,Household Items,C0130,19.25,wallet
TXN000719,2026-02-23 19:08:00,2026-02-23,19,Monday,False,5,Toa Payoh Night Market,Central Singapore,Dessert Alley,Desserts,C0344,5.19,wallet
TXN006568,2026-02-23 19:11:00,2026-02-23,19,Monday,False,4,Jurong East Street Festival,Western Singapore,Durian Heaven,Desserts,C0110,7.52,wallet
TXN010102,2026-02-23 19:13:00,2026-02-23,19,Monday,False,5,Toa Payoh Night Market,Central Singapore,Wok This Way,Hot Food,C0115,17.42,qr_code
TXN008542,2026-02-23 19:20:00,2026-02-23,19,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Ali's Kitchen,Hot Food,C0301,8.26,wallet
TXN000419,2026-02-23 19:21:00,2026-02-23,19,Monday,False,4,Jurong East Street Festival,Western Singapore,Ice Ice Baby,Desserts,C0439,5.17,qr_code
TXN009609,2026-02-23 19:22:00,2026-02-23,19,Monday,False,8,Clementi Night Bazaar,Western Singapore,Sugar Rush,Drinks,C0042,1.85,qr_code
TXN005313,2026-02-23 19:23:00,2026-02-23,19,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Sweet Spot,Desserts,C0361,6.37,qr_code
TXN006509,2026-02-23 19:25:00,2026-02-23,19,Monday,False,3,Tampines Round Market Night,Eastern Singapore,The Juice Lab,Drinks,C0337,2.58,qr_code
TXN005934,2026-02-23 19:30:00,2026-02-23,19,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Teh Tarik Station,Drinks,C0498,6.19,cash
TXN006194,2026-02-23 19:32:00,2026-02-23,19,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Kampung Wok,Hot Food,C0335,7.5,wallet
TXN012380,2026-02-23 19:33:00,2026-02-23,19,Monday,False,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Seoul Kitchen,Trendy Food,C0365,10.05,wallet
TXN001119,2026-02-23 19:34:00,2026-02-23,19,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Everyday Essentials,Household Items,C0059,10.71,qr_code
TXN006950,2026-02-23 19:35:00,2026-02-23,19,Monday,False,8,Clementi Night Bazaar,Western Singapore,Dessert Alley,Desserts,C0462,5.1,wallet
TXN009999,2026-02-23 19:37:00,2026-02-23,19,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Everyday Essentials,Household Items,C0161,7.97,qr_code
TXN001801,2026-02-23 19:38:00,2026-02-23,19,Monday,False,5,Toa Payoh Night Market,Central Singapore,Street Fusion,Trendy Food,C0332,14.52,qr_code
TXN001841,2026-02-23 19:38:00,2026-02-23,19,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Munchies Corner,Snacks,C0206,8.58,wallet
TXN005168,2026-02-23 19:38:00,2026-02-23,19,Monday,False,5,Toa Payoh Night Market,Central Singapore,Kopi Kaki,Drinks,C0484,2.95,cash
TXN012964,2026-02-23 19:43:00,2026-02-23,19,Monday,False,5,Toa Payoh Night Market,Central Singapore,Snack Attack,Snacks,C0060,3.74,wallet
TXN009308,2026-02-23 19:43:00,2026-02-23,19,Monday,False,4,Jurong East Street Festival,Western Singapore,Sweet Spot,Desserts,C0429,4.58,qr_code
TXN014447,2026-02-23 19:44:00,2026-02-23,19,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Mak Cik Stall,Hot Food,C0401,13.9,qr_code
TXN011214,2026-02-23 19:47:00,2026-02-23,19,Monday,False,8,Clementi Night Bazaar,Western Singapore,The Linen Store,Household Items,C0133,23.17,cash
TXN002337,2026-02-23 19:50:00,2026-02-23,19,Monday,False,4,Jurong East Street Festival,Western Singapore,Game On!,Games & Entertainment,C0133,3.0,qr_code
TXN010117,2026-02-23 19:51:00,2026-02-23,19,Monday,False,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Win It Stall,Games & Entertainment,C0284,6.1,wallet
TXN013692,2026-02-23 19:59:00,2026-02-23,19,Monday,False,7,Bedok Food Carnival,Eastern Singapore,K-Food Craze,Trendy Food,C0177,12.29,wallet
TXN006152,2026-02-23 20:01:00,2026-02-23,20,Monday,False,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,K-Food Craze,Trendy Food,C0435,14.04,qr_code
TXN002471,2026-02-23 20:02:00,2026-02-23,20,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Abang Burger,Hot Food,C0258,13.77,qr_code
TXN000039,2026-02-23 20:05:00,2026-02-23,20,Monday,False,8,Clementi Night Bazaar,Western Singapore,Kampung Wok,Hot Food,C0127,10.15,wallet
TXN001649,2026-02-23 20:06:00,2026-02-23,20,Monday,False,5,Toa Payoh Night Market,Central Singapore,Home & More,Household Items,C0486,11.9,wallet
TXN012562,2026-02-23 20:06:00,2026-02-23,20,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Durian Heaven,Desserts,C0268,4.48,qr_code
TXN011354,2026-02-23 20:10:00,2026-02-23,20,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Ice Ice Baby,Desserts,C0339,4.37,qr_code
TXN004697,2026-02-23 20:11:00,2026-02-23,20,Monday,False,4,Jurong East Street Festival,Western Singapore,The Juice Lab,Drinks,C0296,2.83,cash
TXN004047,2026-02-23 20:11:00,2026-02-23,20,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Abang Burger,Hot Food,C0245,10.33,wallet
TXN008968,2026-02-23 20:12:00,2026-02-23,20,Monday,False,4,Jurong East Street Festival,Western Singapore,The Satay Corner,Hot Food,C0400,16.47,wallet
TXN011227,2026-02-23 20:13:00,2026-02-23,20,Monday,False,8,Clementi Night Bazaar,Western Singapore,Wok This Way,Hot Food,C0380,8.7,qr_code
TXN012414,2026-02-23 20:16:00,2026-02-23,20,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Crunch Time,Snacks,C0360,3.86,wallet
TXN005764,2026-02-23 20:17:00,2026-02-23,20,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Kueh Corner,Desserts,C0078,3.79,wallet
TXN012762,2026-02-23 20:18:00,2026-02-23,20,Monday,False,3,Tampines Round Market Night,Eastern Singapore,The Satay Corner,Hot Food,C0216,13.6,qr_code
TXN006454,2026-02-23 20:21:00,2026-02-23,20,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Sugar Rush,Drinks,C0295,4.71,cash
TXN010918,2026-02-23 20:22:00,2026-02-23,20,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Mala Majik,Trendy Food,C0070,6.61,qr_code
TXN003448,2026-02-23 20:23:00,2026-02-23,20,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Sweet Spot,Desserts,C0002,4.04,wallet
TXN002364,2026-02-23 20:23:00,2026-02-23,20,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Uncle Razali Grill,Hot Food,C0266,11.6,wallet
TXN012634,2026-02-23 20:23:00,2026-02-23,20,Monday,False,5,Toa Payoh Night Market,Central Singapore,Snack Attack,Snacks,C0077,7.09,wallet
TXN001522,2026-02-23 20:24:00,2026-02-23,20,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0119,13.4,qr_code
TXN004554,2026-02-23 20:24:00,2026-02-23,20,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Cheese Me,Trendy Food,C0334,13.98,qr_code
TXN002055,2026-02-23 20:28:00,2026-02-23,20,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Abang Burger,Hot Food,C0152,13.3,wallet
TXN014584,2026-02-23 20:29:00,2026-02-23,20,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Sugar Rush,Drinks,C0028,4.89,wallet
TXN013050,2026-02-23 20:30:00,2026-02-23,20,Monday,False,7,Bedok Food Carnival,Eastern Singapore,Ice Ice Baby,Desserts,C0181,6.8,qr_code
TXN003345,2026-02-23 20:32:00,2026-02-23,20,Monday,False,8,Clementi Night Bazaar,Western Singapore,Abang Burger,Hot Food,C0178,6.36,cash
TXN003805,2026-02-23 20:33:00,2026-02-23,20,Monday,False,8,Clementi Night Bazaar,Western Singapore,Nasi Lemak Bros,Hot Food,C0283,9.69,qr_code
TXN006797,2026-02-23 20:34:00,2026-02-23,20,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Win It Stall,Games & Entertainment,C0369,3.67,cash
TXN000759,2026-02-23 20:35:00,2026-02-23,20,Monday,False,8,Clementi Night Bazaar,Western Singapore,Abang Burger,Hot Food,C0463,7.31,wallet
TXN005605,2026-02-23 20:37:00,2026-02-23,20,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,The Linen Store,Household Items,C0340,15.19,wallet
TXN013758,2026-02-23 20:39:00,2026-02-23,20,Monday,False,4,Jurong East Street Festival,Western Singapore,K-Food Craze,Trendy Food,C0255,5.71,cash
TXN014498,2026-02-23 20:44:00,2026-02-23,20,Monday,False,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0072,10.78,wallet
TXN011976,2026-02-23 20:45:00,2026-02-23,20,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Casa Living,Household Items,C0246,17.39,wallet
TXN003031,2026-02-23 20:45:00,2026-02-23,20,Monday,False,4,Jurong East Street Festival,Western Singapore,Dessert Alley,Desserts,C0232,4.55,wallet
TXN000363,2026-02-23 20:46:00,2026-02-23,20,Monday,False,8,Clementi Night Bazaar,Western Singapore,Ice Ice Baby,Desserts,C0279,4.18,qr_code
TXN013943,2026-02-23 20:48:00,2026-02-23,20,Monday,False,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Mala Majik,Trendy Food,C0432,8.06,qr_code
TXN002820,2026-02-23 20:48:00,2026-02-23,20,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Jelly Bliss,Desserts,C0408,7.22,wallet
